date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gust,weather_code,city,latitude,longitude,extraction_date
2026-09-17,26.0,14.5,0.0,0.0,14.5,29.5,3,Demnat,31.7311,-7.0361,2026-09-17
2026-09-18,28.4,14.9,0.0,0.0,12.4,24.1,3,Demnat,31.7311,-7.0361,2026-09-17
2026-09-19,32.5,18.6,0.0,5.0,16.1,36.4,3,Demnat,31.7311,-7.0361,2026-09-17
2026-09-20,32.9,22.2,0.3,15.0,17.1,33.8,80,Demnat,31.7311,-7.0361,2026-09-17
2026-09-21,32.6,21.0,0.3,5.0,17.1,35.6,3,Demnat,31.7311,-7.0361,2026-09-17
2026-09-22,32.9,21.3,0.0,3.0,15.2,29.2,2,Demnat,31.7311,-7.0361,2026-09-17
2026-09-23,33.8,15.8,0.0,5.0,15.7,30.2,3,Demnat,31.7311,-7.0361,2026-09-17
2026-09-17,27.9,15.7,0.0,0.0,14.0,33.5,45,Douar Toulal,33.8951,-5.6021,2026-09-17
2026-09-18,29.6,16.1,0.0,0.0,15.5,36.0,3,Douar Toulal,33.8951,-5.6021,2026-09-17
2026-09-19,34.8,19.2,0.0,0.0,13.4,29.9,2,Douar Toulal,33.8951,-5.6021,2026-09-17
2026-09-20,36.5,21.6,0.0,3.0,14.5,40.7,3,Douar Toulal,33.8951,-5.6021,2026-09-17
2026-09-21,36.1,21.0,0.0,0.0,15.6,36.4,1,Douar Toulal,33.8951,-5.6021,2026-09-17
2026-09-22,34.7,20.2,0.0,3.0,15.6,29.9,0,Douar Toulal,33.8951,-5.6021,2026-09-17
2026-09-23,35.2,19.6,0.0,3.0,13.7,25.9,0,Douar Toulal,33.8951,-5.6021,2026-09-17
2026-09-17,29.4,15.5,0.0,0.0,15.7,27.7,3,El Aïoun,34.5726,-2.5127,2026-09-17
2026-09-18,29.1,15.6,0.0,0.0,19.8,34.9,45,El Aïoun,34.5726,-2.5127,2026-09-17
2026-09-19,29.7,19.6,1.3,22.0,35.2,61.9,95,El Aïoun,34.5726,-2.5127,2026-09-17
2026-09-20,31.7,18.7,0.0,3.0,21.5,37.1,45,El Aïoun,34.5726,-2.5127,2026-09-17
2026-09-21,28.6,19.2,0.0,3.0,16.5,29.2,45,El Aïoun,34.5726,-2.5127,2026-09-17
2026-09-22,28.4,15.4,0.0,0.0,15.8,27.7,45,El Aïoun,34.5726,-2.5127,2026-09-17
2026-09-23,30.8,16.7,0.0,0.0,19.2,34.2,1,El Aïoun,34.5726,-2.5127,2026-09-17
2026-09-17,26.1,15.6,0.0,0.0,15.9,34.2,3,El Hajeb,33.6928,-5.3711,2026-09-17
2026-09-18,27.6,15.4,0.0,0.0,16.6,35.6,2,El Hajeb,33.6928,-5.3711,2026-09-17
2026-09-19,31.3,17.7,0.0,10.0,19.1,57.6,2,El Hajeb,33.6928,-5.3711,2026-09-17
2026-09-20,32.8,20.3,0.0,1.0,20.3,43.6,3,El Hajeb,33.6928,-5.3711,2026-09-17
2026-09-21,32.4,20.9,0.0,0.0,20.1,42.8,2,El Hajeb,33.6928,-5.3711,2026-09-17
2026-09-22,31.2,19.8,0.0,3.0,18.0,35.6,0,El Hajeb,33.6928,-5.3711,2026-09-17
2026-09-23,32.1,18.7,0.0,3.0,15.5,29.9,0,El Hajeb,33.6928,-5.3711,2026-09-17
2026-09-17,25.1,20.4,0.0,0.0,13.9,25.6,3,El Jadid,33.2566,-8.5025,2026-09-17
2026-09-18,24.2,19.6,0.0,0.0,20.2,35.6,2,El Jadid,33.2566,-8.5025,2026-09-17
2026-09-19,25.4,20.5,0.0,0.0,16.3,29.9,2,El Jadid,33.2566,-8.5025,2026-09-17
2026-09-20,26.9,20.8,0.0,0.0,13.4,25.2,45,El Jadid,33.2566,-8.5025,2026-09-17
2026-09-21,26.5,20.9,0.0,0.0,12.7,23.4,45,El Jadid,33.2566,-8.5025,2026-09-17
2026-09-22,27.6,20.9,0.0,0.0,12.9,26.3,45,El Jadid,33.2566,-8.5025,2026-09-17
2026-09-23,28.4,20.0,0.0,0.0,13.4,26.6,45,El Jadid,33.2566,-8.5025,2026-09-17
2026-09-17,29.9,17.4,0.0,0.0,16.0,28.1,3,El Kelaa des Srarhna,32.05,-7.4,2026-09-17
2026-09-18,31.9,18.1,0.0,0.0,15.1,25.9,3,El Kelaa des Srarhna,32.05,-7.4,2026-09-17
2026-09-19,35.7,20.4,0.0,3.0,14.7,25.9,3,El Kelaa des Srarhna,32.05,-7.4,2026-09-17
2026-09-20,37.0,23.6,0.0,8.0,18.6,32.0,3,El Kelaa des Srarhna,32.05,-7.4,2026-09-17
2026-09-21,37.3,22.9,0.0,6.0,17.4,28.8,2,El Kelaa des Srarhna,32.05,-7.4,2026-09-17
2026-09-22,36.6,21.6,0.0,5.0,12.8,23.0,2,El Kelaa des Srarhna,32.05,-7.4,2026-09-17
2026-09-23,36.9,19.0,0.0,3.0,12.9,25.6,2,El Kelaa des Srarhna,32.05,-7.4,2026-09-17
2026-09-17,32.8,20.8,0.0,25.0,17.0,35.3,3,Errachidia,31.9319,-4.4244,2026-09-17
2026-09-18,32.3,20.4,0.0,25.0,18.5,42.8,3,Errachidia,31.9319,-4.4244,2026-09-17
2026-09-19,29.6,21.4,0.7,33.0,17.7,39.6,80,Errachidia,31.9319,-4.4244,2026-09-17
2026-09-20,30.4,19.6,0.1,20.0,9.7,21.6,3,Errachidia,31.9319,-4.4244,2026-09-17
2026-09-21,33.1,20.6,0.0,35.0,17.0,32.0,2,Errachidia,31.9319,-4.4244,2026-09-17
2026-09-22,31.9,19.6,0.0,26.0,14.8,24.1,2,Errachidia,31.9319,-4.4244,2026-09-17
2026-09-23,30.7,18.7,0.0,28.0,11.4,21.2,0,Errachidia,31.9319,-4.4244,2026-09-17
2026-09-17,23.8,18.9,0.0,0.0,28.1,52.6,3,Essaouira,31.513,-9.7687,2026-09-17
2026-09-18,23.7,19.0,0.0,0.0,30.0,55.8,0,Essaouira,31.513,-9.7687,2026-09-17
2026-09-19,24.5,18.4,0.0,0.0,23.0,43.2,2,Essaouira,31.513,-9.7687,2026-09-17
2026-09-20,24.3,19.5,0.0,0.0,11.7,23.0,3,Essaouira,31.513,-9.7687,2026-09-17
2026-09-21,25.4,18.6,0.0,0.0,9.5,19.1,45,Essaouira,31.513,-9.7687,2026-09-17
2026-09-22,27.4,18.1,0.0,0.0,9.9,19.8,45,Essaouira,31.513,-9.7687,2026-09-17
2026-09-23,30.3,18.6,0.0,0.0,13.0,25.9,3,Essaouira,31.513,-9.7687,2026-09-17
2026-09-17,27.7,17.4,0.0,0.0,11.2,24.1,3,Fnidq,35.8414,-5.3587,2026-09-17
2026-09-18,24.1,19.2,0.5,3.0,15.6,32.4,45,Fnidq,35.8414,-5.3587,2026-09-17
2026-09-19,24.1,21.2,2.6,18.0,24.6,49.0,80,Fnidq,35.8414,-5.3587,2026-09-17
2026-09-20,24.5,21.9,5.1,36.0,24.1,54.4,80,Fnidq,35.8414,-5.3587,2026-09-17
2026-09-21,25.0,21.6,0.4,10.0,17.8,36.4,2,Fnidq,35.8414,-5.3587,2026-09-17
2026-09-22,25.2,21.1,0.0,2.0,21.2,37.0,2,Fnidq,35.8414,-5.3587,2026-09-17
2026-09-23,25.0,21.1,0.0,0.0,19.4,37.8,2,Fnidq,35.8414,-5.3587,2026-09-17
2026-09-17,28.7,18.0,0.0,0.0,12.2,32.8,3,Fès,34.0433,-5.0033,2026-09-17
2026-09-18,31.3,17.9,0.0,0.0,10.7,29.2,3,Fès,34.0433,-5.0033,2026-09-17
2026-09-19,34.0,21.2,0.0,0.0,19.0,46.8,2,Fès,34.0433,-5.0033,2026-09-17
2026-09-20,36.1,22.4,0.0,0.0,15.4,39.2,1,Fès,34.0433,-5.0033,2026-09-17
2026-09-21,35.2,22.4,0.0,0.0,11.6,32.0,1,Fès,34.0433,-5.0033,2026-09-17
2026-09-22,34.6,21.4,0.0,0.0,10.7,29.5,2,Fès,34.0433,-5.0033,2026-09-17
2026-09-23,36.1,19.7,0.0,0.0,9.2,26.6,0,Fès,34.0433,-5.0033,2026-09-17
2026-09-17,24.5,18.9,0.0,0.0,29.9,49.7,3,Guelmim,28.9833,-10.0667,2026-09-17
2026-09-18,26.7,17.0,0.0,0.0,26.0,44.6,1,Guelmim,28.9833,-10.0667,2026-09-17
2026-09-19,30.7,18.1,0.0,0.0,23.6,41.0,3,Guelmim,28.9833,-10.0667,2026-09-17
2026-09-20,36.0,17.8,0.0,0.0,21.6,38.2,0,Guelmim,28.9833,-10.0667,2026-09-17
2026-09-21,38.4,21.7,0.0,0.0,17.1,32.4,1,Guelmim,28.9833,-10.0667,2026-09-17
2026-09-22,38.8,21.9,0.0,0.0,24.0,41.8,2,Guelmim,28.9833,-10.0667,2026-09-17
2026-09-23,38.6,23.6,0.0,0.0,20.3,35.3,2,Guelmim,28.9833,-10.0667,2026-09-17
2026-09-17,30.9,19.9,0.0,0.0,25.9,51.5,3,Guercif,34.23,-3.36,2026-09-17
2026-09-18,30.1,18.8,0.0,0.0,30.5,56.9,3,Guercif,34.23,-3.36,2026-09-17
2026-09-19,30.2,20.8,0.0,16.0,30.6,58.3,3,Guercif,34.23,-3.36,2026-09-17
2026-09-20,32.6,21.1,0.0,3.0,29.2,55.8,3,Guercif,34.23,-3.36,2026-09-17
2026-09-21,29.9,20.8,0.0,3.0,28.8,53.3,3,Guercif,34.23,-3.36,2026-09-17
2026-09-22,30.2,17.2,0.0,0.0,22.9,37.8,2,Guercif,34.23,-3.36,2026-09-17
2026-09-23,33.2,18.3,0.0,0.0,28.0,51.5,0,Guercif,34.23,-3.36,2026-09-17
2026-09-17,25.7,16.1,0.0,0.0,18.9,32.8,45,Imi-n-Tanout,31.177,-8.8504,2026-09-17
2026-09-18,27.3,16.0,0.0,0.0,16.6,28.8,2,Imi-n-Tanout,31.177,-8.8504,2026-09-17
2026-09-19,30.4,20.1,0.0,0.0,17.6,30.2,2,Imi-n-Tanout,31.177,-8.8504,2026-09-17
2026-09-20,31.7,22.7,0.2,40.0,20.2,35.6,3,Imi-n-Tanout,31.177,-8.8504,2026-09-17
2026-09-21,34.9,23.4,0.0,10.0,21.5,39.6,2,Imi-n-Tanout,31.177,-8.8504,2026-09-17
2026-09-22,34.1,22.1,0.0,3.0,21.7,36.0,0,Imi-n-Tanout,31.177,-8.8504,2026-09-17
2026-09-23,32.7,21.0,0.0,3.0,17.1,28.8,3,Imi-n-Tanout,31.177,-8.8504,2026-09-17
2026-09-17,25.6,18.5,0.0,0.0,14.2,26.6,3,Imzouren,35.1464,-3.8506,2026-09-17
2026-09-18,26.8,18.3,0.0,0.0,18.4,33.1,3,Imzouren,35.1464,-3.8506,2026-09-17
2026-09-19,29.5,19.6,0.0,0.0,24.4,47.2,3,Imzouren,35.1464,-3.8506,2026-09-17
2026-09-20,28.8,22.1,0.0,0.0,19.1,34.9,2,Imzouren,35.1464,-3.8506,2026-09-17
2026-09-21,29.2,20.3,0.0,0.0,18.4,32.8,2,Imzouren,35.1464,-3.8506,2026-09-17
2026-09-22,29.4,17.6,0.0,0.0,12.8,24.5,1,Imzouren,35.1464,-3.8506,2026-09-17
2026-09-23,30.4,18.8,0.0,0.0,12.4,24.1,1,Imzouren,35.1464,-3.8506,2026-09-17
2026-09-17,26.1,20.7,0.0,0.0,14.1,39.2,3,Inezgane,30.3658,-9.5381,2026-09-17
2026-09-18,24.5,19.2,0.0,0.0,13.0,36.7,2,Inezgane,30.3658,-9.5381,2026-09-17
2026-09-19,24.7,20.2,0.0,0.0,15.5,41.4,45,Inezgane,30.3658,-9.5381,2026-09-17
2026-09-20,25.7,19.9,0.0,0.0,14.3,38.5,45,Inezgane,30.3658,-9.5381,2026-09-17
2026-09-21,29.3,19.8,0.0,0.0,11.2,29.2,1,Inezgane,30.3658,-9.5381,2026-09-17
2026-09-22,38.4,21.0,0.0,0.0,22.0,42.1,0,Inezgane,30.3658,-9.5381,2026-09-17
2026-09-23,38.5,22.4,0.0,0.0,12.3,25.2,1,Inezgane,30.3658,-9.5381,2026-09-17
2026-09-17,26.6,16.7,0.0,0.0,18.3,35.6,3,Jerada,34.31,-2.16,2026-09-17
2026-09-18,27.7,15.6,0.0,8.0,24.8,55.4,3,Jerada,34.31,-2.16,2026-09-17
2026-09-19,28.5,17.2,2.5,83.0,18.1,92.2,80,Jerada,34.31,-2.16,2026-09-17
2026-09-20,29.1,16.5,0.3,13.0,21.1,56.2,80,Jerada,34.31,-2.16,2026-09-17
2026-09-21,25.9,16.9,0.0,13.0,23.7,48.6,2,Jerada,34.31,-2.16,2026-09-17
2026-09-22,26.9,14.4,0.0,4.0,17.0,28.4,1,Jerada,34.31,-2.16,2026-09-17
2026-09-23,29.3,16.2,0.0,3.0,20.2,35.3,2,Jerada,34.31,-2.16,2026-09-17
2026-09-17,26.3,18.3,0.0,0.0,11.4,29.5,3,Kenitra,34.25,-6.5833,2026-09-17
2026-09-18,27.2,16.1,0.0,0.0,14.0,36.4,45,Kenitra,34.25,-6.5833,2026-09-17
2026-09-19,33.6,17.0,0.0,0.0,15.9,41.4,45,Kenitra,34.25,-6.5833,2026-09-17
2026-09-20,36.3,21.1,0.0,0.0,14.4,37.4,1,Kenitra,34.25,-6.5833,2026-09-17
2026-09-21,34.2,21.0,0.0,0.0,13.7,36.7,1,Kenitra,34.25,-6.5833,2026-09-17
2026-09-22,32.6,19.7,0.0,0.0,12.9,29.9,0,Kenitra,34.25,-6.5833,2026-09-17
2026-09-23,31.3,17.3,0.0,0.0,12.7,29.5,0,Kenitra,34.25,-6.5833,2026-09-17
2026-09-17,31.6,15.7,0.0,0.0,16.3,30.6,3,Khénifra,32.93,-5.66,2026-09-17
2026-09-18,32.5,15.8,0.0,0.0,20.4,39.6,3,Khénifra,32.93,-5.66,2026-09-17
2026-09-19,34.9,19.7,0.0,3.0,26.3,55.1,3,Khénifra,32.93,-5.66,2026-09-17
2026-09-20,35.1,19.8,0.1,1.0,21.3,46.4,3,Khénifra,32.93,-5.66,2026-09-17
2026-09-21,35.3,19.3,0.0,8.0,19.2,37.4,3,Khénifra,32.93,-5.66,2026-09-17
2026-09-22,34.0,19.0,0.0,3.0,15.0,31.0,2,Khénifra,32.93,-5.66,2026-09-17
2026-09-23,35.0,20.1,0.0,3.0,11.2,19.8,1,Khénifra,32.93,-5.66,2026-09-17
2026-09-17,28.0,14.4,0.0,0.0,17.2,35.6,3,Kouribga,32.88,-6.9,2026-09-17
2026-09-18,30.0,15.5,0.0,0.0,20.2,39.2,3,Kouribga,32.88,-6.9,2026-09-17
2026-09-19,34.2,18.8,0.0,0.0,19.1,36.7,3,Kouribga,32.88,-6.9,2026-09-17
2026-09-20,34.5,23.1,0.2,15.0,20.6,54.7,3,Kouribga,32.88,-6.9,2026-09-17
2026-09-21,33.5,21.5,0.3,5.0,18.3,43.9,80,Kouribga,32.88,-6.9,2026-09-17
2026-09-22,34.3,21.1,0.0,3.0,19.4,37.8,2,Kouribga,32.88,-6.9,2026-09-17
2026-09-23,35.0,18.8,0.0,3.0,19.4,38.2,2,Kouribga,32.88,-6.9,2026-09-17
2026-09-17,28.5,18.8,0.0,0.0,14.8,28.4,3,Ksar El Kebir,35.0,-5.9,2026-09-17
2026-09-18,30.4,16.2,0.0,0.0,17.8,34.6,45,Ksar El Kebir,35.0,-5.9,2026-09-17
2026-09-19,36.1,18.6,0.0,0.0,11.1,22.3,1,Ksar El Kebir,35.0,-5.9,2026-09-17
2026-09-20,37.7,24.1,0.0,0.0,14.8,27.7,1,Ksar El Kebir,35.0,-5.9,2026-09-17
2026-09-21,36.8,22.9,0.0,0.0,13.4,29.2,0,Ksar El Kebir,35.0,-5.9,2026-09-17
2026-09-22,35.8,20.3,0.0,0.0,13.2,25.2,0,Ksar El Kebir,35.0,-5.9,2026-09-17
2026-09-23,37.1,18.8,0.0,0.0,14.1,29.5,0,Ksar El Kebir,35.0,-5.9,2026-09-17
2026-09-17,25.4,17.7,0.0,0.0,12.1,23.4,3,Larache,35.1833,-6.15,2026-09-17
2026-09-18,27.6,15.2,0.0,0.0,16.5,31.0,45,Larache,35.1833,-6.15,2026-09-17
2026-09-19,35.2,19.2,0.0,0.0,20.1,36.7,1,Larache,35.1833,-6.15,2026-09-17
2026-09-20,35.6,25.0,0.0,0.0,17.1,32.4,1,Larache,35.1833,-6.15,2026-09-17
2026-09-21,34.4,21.9,0.0,0.0,16.6,30.6,0,Larache,35.1833,-6.15,2026-09-17
2026-09-22,32.6,18.7,0.0,0.0,13.0,24.5,0,Larache,35.1833,-6.15,2026-09-17
2026-09-23,33.7,16.7,0.0,3.0,17.5,32.0,0,Larache,35.1833,-6.15,2026-09-17
2026-09-17,28.0,21.4,0.1,2.0,32.9,62.6,51,Laâyoune,27.15,-13.2,2026-09-17
2026-09-18,27.8,19.8,0.0,2.0,27.1,52.6,3,Laâyoune,27.15,-13.2,2026-09-17
2026-09-19,29.0,18.0,0.0,0.0,23.7,46.8,2,Laâyoune,27.15,-13.2,2026-09-17
2026-09-20,32.3,18.4,0.0,0.0,20.2,41.0,3,Laâyoune,27.15,-13.2,2026-09-17
2026-09-21,34.9,19.9,0.0,0.0,24.5,49.7,1,Laâyoune,27.15,-13.2,2026-09-17
2026-09-22,35.4,20.5,0.0,0.0,23.8,49.7,0,Laâyoune,27.15,-13.2,2026-09-17
2026-09-23,36.8,20.7,0.0,2.0,22.1,46.4,2,Laâyoune,27.15,-13.2,2026-09-17
2026-09-17,27.7,20.7,0.0,0.0,17.6,39.2,3,Lqoliaa,30.2942,-9.4544,2026-09-17
2026-09-18,26.4,19.4,0.0,0.0,18.8,41.8,3,Lqoliaa,30.2942,-9.4544,2026-09-17
2026-09-19,26.6,20.0,0.0,0.0,20.7,44.6,3,Lqoliaa,30.2942,-9.4544,2026-09-17
2026-09-20,27.5,19.8,0.0,0.0,20.5,43.9,45,Lqoliaa,30.2942,-9.4544,2026-09-17
2026-09-21,33.8,19.6,0.0,0.0,17.3,37.4,1,Lqoliaa,30.2942,-9.4544,2026-09-17
2026-09-22,32.8,20.6,0.0,0.0,18.1,39.2,0,Lqoliaa,30.2942,-9.4544,2026-09-17
2026-09-23,33.1,19.0,0.0,0.0,15.5,34.2,2,Lqoliaa,30.2942,-9.4544,2026-09-17
2026-09-17,30.3,18.3,0.0,0.0,9.8,30.2,3,Marrakech,31.6295,-7.9811,2026-09-17
2026-09-18,32.5,18.2,0.0,0.0,8.7,23.8,2,Marrakech,31.6295,-7.9811,2026-09-17
2026-09-19,36.2,20.9,0.2,13.0,8.0,26.3,3,Marrakech,31.6295,-7.9811,2026-09-17
2026-09-20,36.8,22.7,0.7,25.0,11.7,32.8,80,Marrakech,31.6295,-7.9811,2026-09-17
2026-09-21,38.1,23.4,0.0,11.0,12.9,37.4,2,Marrakech,31.6295,-7.9811,2026-09-17
2026-09-22,37.3,21.8,0.0,1.0,15.9,28.4,0,Marrakech,31.6295,-7.9811,2026-09-17
2026-09-23,37.2,20.8,0.0,3.0,14.8,25.9,0,Marrakech,31.6295,-7.9811,2026-09-17
2026-09-17,25.7,16.9,0.0,0.0,11.0,26.6,3,Martil,35.61,-5.27,2026-09-17
2026-09-18,24.7,19.6,0.4,3.0,16.9,37.4,80,Martil,35.61,-5.27,2026-09-17
2026-09-19,24.8,22.4,2.0,18.0,30.0,67.7,80,Martil,35.61,-5.27,2026-09-17
2026-09-20,25.0,22.9,4.8,36.0,25.0,58.0,80,Martil,35.61,-5.27,2026-09-17
2026-09-21,25.3,22.5,1.5,10.0,20.3,46.4,80,Martil,35.61,-5.27,2026-09-17
2026-09-22,25.2,21.4,0.0,2.0,21.2,38.2,2,Martil,35.61,-5.27,2026-09-17
2026-09-23,25.1,21.1,0.0,0.0,19.4,37.8,2,Martil,35.61,-5.27,2026-09-17
2026-09-17,28.4,18.3,0.0,0.0,14.3,26.6,3,Mechraa Bel Ksiri,34.56,-5.95,2026-09-17
2026-09-18,31.3,15.2,0.0,0.0,18.4,34.2,45,Mechraa Bel Ksiri,34.56,-5.95,2026-09-17
2026-09-19,36.9,18.4,0.0,0.0,17.7,32.8,45,Mechraa Bel Ksiri,34.56,-5.95,2026-09-17
2026-09-20,38.5,25.2,0.0,0.0,21.9,40.7,1,Mechraa Bel Ksiri,34.56,-5.95,2026-09-17
2026-09-21,38.0,24.8,0.0,0.0,17.1,33.5,1,Mechraa Bel Ksiri,34.56,-5.95,2026-09-17
2026-09-22,37.5,24.3,0.0,0.0,17.7,33.5,0,Mechraa Bel Ksiri,34.56,-5.95,2026-09-17
2026-09-23,38.3,22.7,0.0,0.0,15.5,29.2,0,Mechraa Bel Ksiri,34.56,-5.95,2026-09-17
2026-09-17,27.3,17.8,0.0,0.0,15.4,28.8,3,Mediouna,33.4556,-7.5208,2026-09-17
2026-09-18,27.8,17.2,0.0,0.0,18.4,33.5,3,Mediouna,33.4556,-7.5208,2026-09-17
2026-09-19,30.5,17.0,0.0,0.0,17.1,31.0,45,Mediouna,33.4556,-7.5208,2026-09-17
2026-09-20,33.7,20.4,0.0,0.0,16.8,30.2,45,Mediouna,33.4556,-7.5208,2026-09-17
2026-09-21,34.1,20.5,0.0,0.0,17.8,31.7,45,Mediouna,33.4556,-7.5208,2026-09-17
2026-09-22,30.1,20.1,0.0,0.0,11.9,31.3,1,Mediouna,33.4556,-7.5208,2026-09-17
2026-09-23,29.3,18.5,0.0,0.0,12.3,32.0,3,Mediouna,33.4556,-7.5208,2026-09-17
2026-09-17,26.0,18.6,0.0,0.0,11.0,26.3,3,Mehdya,34.2557,-6.6745,2026-09-17
2026-09-18,26.2,16.4,0.0,0.0,15.4,34.2,45,Mehdya,34.2557,-6.6745,2026-09-17
2026-09-19,33.2,17.4,0.0,0.0,16.9,37.1,45,Mehdya,34.2557,-6.6745,2026-09-17
2026-09-20,35.7,21.1,0.0,0.0,13.0,30.2,1,Mehdya,34.2557,-6.6745,2026-09-17
2026-09-21,34.0,21.2,0.0,0.0,13.7,31.3,2,Mehdya,34.2557,-6.6745,2026-09-17
2026-09-22,32.5,20.0,0.0,0.0,12.9,29.9,0,Mehdya,34.2557,-6.6745,2026-09-17
2026-09-23,31.3,17.3,0.0,0.0,12.7,29.5,0,Mehdya,34.2557,-6.6745,2026-09-17
2026-09-17,27.3,15.4,0.0,0.0,12.7,34.2,45,Meknès,33.8833,-5.55,2026-09-17
2026-09-18,29.5,16.0,0.0,0.0,13.6,36.4,3,Meknès,33.8833,-5.55,2026-09-17
2026-09-19,34.1,19.2,0.0,0.0,13.6,34.9,2,Meknès,33.8833,-5.55,2026-09-17
2026-09-20,35.8,21.2,0.0,0.0,13.0,39.2,3,Meknès,33.8833,-5.55,2026-09-17
2026-09-21,35.5,20.8,0.0,0.0,14.6,38.2,1,Meknès,33.8833,-5.55,2026-09-17
2026-09-22,34.3,19.8,0.0,3.0,12.8,29.9,0,Meknès,33.8833,-5.55,2026-09-17
2026-09-23,35.1,19.1,0.0,3.0,11.3,25.9,0,Meknès,33.8833,-5.55,2026-09-17
2026-09-17,28.4,13.7,0.3,25.0,22.3,38.5,3,Midalt,32.68,-4.74,2026-09-17
2026-09-18,28.0,13.5,0.0,18.0,24.9,45.4,3,Midalt,32.68,-4.74,2026-09-17
2026-09-19,27.2,13.8,1.4,55.0,27.9,49.0,80,Midalt,32.68,-4.74,2026-09-17
2026-09-20,28.9,14.1,0.0,7.0,19.3,34.2,45,Midalt,32.68,-4.74,2026-09-17
2026-09-21,29.2,14.9,0.0,15.0,18.6,38.9,2,Midalt,32.68,-4.74,2026-09-17
2026-09-22,29.1,14.7,0.0,9.0,21.9,35.3,3,Midalt,32.68,-4.74,2026-09-17
2026-09-23,29.0,12.8,0.0,3.0,18.6,29.5,1,Midalt,32.68,-4.74,2026-09-17
2026-09-17,31.2,16.8,0.0,20.0,24.7,38.9,3,Missour,33.05,-3.9908,2026-09-17
2026-09-18,31.3,15.8,0.0,30.0,30.6,50.0,3,Missour,33.05,-3.9908,2026-09-17
2026-09-19,29.9,17.3,5.8,55.0,27.6,55.8,95,Missour,33.05,-3.9908,2026-09-17
2026-09-20,31.3,17.6,0.0,15.0,22.2,36.4,2,Missour,33.05,-3.9908,2026-09-17
2026-09-21,29.9,18.2,0.0,23.0,26.2,42.1,45,Missour,33.05,-3.9908,2026-09-17
2026-09-22,29.2,16.1,0.0,15.0,22.1,35.6,1,Missour,33.05,-3.9908,2026-09-17
2026-09-23,31.3,15.8,0.0,10.0,14.6,24.1,1,Missour,33.05,-3.9908,2026-09-17
2026-09-17,25.1,19.1,0.0,0.0,14.0,34.2,3,Mohammedia,33.6833,-7.3833,2026-09-17
2026-09-18,24.3,18.0,0.0,0.0,13.8,34.9,3,Mohammedia,33.6833,-7.3833,2026-09-17
2026-09-19,26.1,17.0,0.0,0.0,13.0,32.0,2,Mohammedia,33.6833,-7.3833,2026-09-17
2026-09-20,27.2,20.5,0.0,0.0,12.0,28.4,45,Mohammedia,33.6833,-7.3833,2026-09-17
2026-09-21,27.6,20.7,0.0,0.0,11.7,28.1,45,Mohammedia,33.6833,-7.3833,2026-09-17
2026-09-22,32.2,20.5,0.0,0.0,17.0,31.7,45,Mohammedia,33.6833,-7.3833,2026-09-17
2026-09-23,31.9,18.5,0.0,0.0,16.7,31.3,3,Mohammedia,33.6833,-7.3833,2026-09-17
2026-09-17,25.9,20.3,0.0,0.0,15.1,24.5,3,Moulay Abdallah,33.1978,-8.5883,2026-09-17
2026-09-18,25.2,19.5,0.0,0.0,21.6,34.9,2,Moulay Abdallah,33.1978,-8.5883,2026-09-17
2026-09-19,26.8,20.5,0.0,0.0,18.6,29.5,2,Moulay Abdallah,33.1978,-8.5883,2026-09-17
2026-09-20,26.6,20.8,0.0,0.0,14.5,23.0,45,Moulay Abdallah,33.1978,-8.5883,2026-09-17
2026-09-21,27.4,20.4,0.0,0.0,13.6,20.9,45,Moulay Abdallah,33.1978,-8.5883,2026-09-17
2026-09-22,27.8,20.9,0.0,0.0,13.7,26.3,45,Moulay Abdallah,33.1978,-8.5883,2026-09-17
2026-09-23,27.7,19.5,0.0,0.0,13.4,26.3,45,Moulay Abdallah,33.1978,-8.5883,2026-09-17
2026-09-17,24.6,18.1,0.0,0.0,12.2,20.5,3,Moulay Bousselham,34.8786,-6.2933,2026-09-17
2026-09-18,24.6,14.9,0.0,0.0,18.6,31.3,45,Moulay Bousselham,34.8786,-6.2933,2026-09-17
2026-09-19,30.1,17.9,0.0,0.0,16.7,28.8,0,Moulay Bousselham,34.8786,-6.2933,2026-09-17
2026-09-20,33.3,22.3,0.0,0.0,17.8,29.9,0,Moulay Bousselham,34.8786,-6.2933,2026-09-17
2026-09-21,31.9,21.0,0.0,0.0,17.2,29.5,0,Moulay Bousselham,34.8786,-6.2933,2026-09-17
2026-09-22,33.9,20.5,0.0,0.0,18.5,32.8,0,Moulay Bousselham,34.8786,-6.2933,2026-09-17
2026-09-23,34.6,17.2,0.0,0.0,18.4,33.1,0,Moulay Bousselham,34.8786,-6.2933,2026-09-17
2026-09-17,30.4,15.2,0.0,0.0,18.8,40.7,3,Mrirt,33.1654,-5.5634,2026-09-17
2026-09-18,30.9,14.1,0.0,0.0,19.8,44.6,3,Mrirt,33.1654,-5.5634,2026-09-17
2026-09-19,32.8,17.2,1.7,23.0,16.6,42.1,61,Mrirt,33.1654,-5.5634,2026-09-17
2026-09-20,32.8,18.0,0.1,3.0,17.2,42.5,3,Mrirt,33.1654,-5.5634,2026-09-17
2026-09-21,33.1,18.0,0.0,5.0,20.6,47.5,2,Mrirt,33.1654,-5.5634,2026-09-17
2026-09-22,31.7,17.4,0.0,3.0,19.1,37.8,2,Mrirt,33.1654,-5.5634,2026-09-17
