date,temp_max,temp_min,precipitation,precip_probability,wind_speed,wind_gust,weather_code,city,latitude,longitude,extraction_date,temp_category,precip_category,wind_category,temp_range,year,month,day,day_of_week,season,risk_score
2026-09-22,37.4,23.0,0.0,0.0,11.9,21.2,2,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,Very Warm / Heatwave,Dry,Calm / Light,14.399999999999999,2026,9,22,Tuesday,Autumn,39.5
2026-09-23,37.6,20.6,0.0,0.0,11.0,20.9,0,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,Very Warm / Heatwave,Dry,Calm / Light,17.0,2026,9,23,Wednesday,Autumn,39.5
2026-09-24,37.7,17.6,0.0,0.0,13.4,24.1,1,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,Very Warm / Heatwave,Dry,Calm / Light,20.1,2026,9,24,Thursday,Autumn,39.5
2026-09-25,35.4,20.6,0.0,3.0,11.9,22.0,3,Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,Warm,Dry,Calm / Light,14.799999999999997,2026,9,25,Friday,Autumn,30.75
2026-09-19,31.3,20.0,0.5,30.0,20.3,32.0,3,Tabount,30.9014,-6.9217,2026-09-19,Normal / Pleasant,Light,Moderate,11.3,2026,9,19,Saturday,Autumn,42.0
2026-09-20,31.8,19.6,1.3,28.0,18.0,35.6,61,Tabount,30.9014,-6.9217,2026-09-19,Normal / Pleasant,Moderate,Moderate,12.2,2026,9,20,Sunday,Autumn,48.0
2026-09-21,32.7,19.6,0.0,5.0,25.3,43.2,3,Tabount,30.9014,-6.9217,2026-09-19,Warm,Dry,Strong,13.100000000000001,2026,9,21,Monday,Autumn,36.0
2026-09-22,33.9,18.6,0.0,0.0,34.3,56.9,1,Tabount,30.9014,-6.9217,2026-09-19,Warm,Dry,Strong,15.299999999999997,2026,9,22,Tuesday,Autumn,62.25
2026-09-23,32.5,18.1,0.0,0.0,19.7,32.8,1,Tabount,30.9014,-6.9217,2026-09-19,Warm,Dry,Moderate,14.399999999999999,2026,9,23,Wednesday,Autumn,36.0
2026-09-24,32.8,15.6,0.0,0.0,12.7,20.9,3,Tabount,30.9014,-6.9217,2026-09-19,Warm,Dry,Calm / Light,17.199999999999996,2026,9,24,Thursday,Autumn,20.25
2026-09-25,29.3,17.9,3.9,14.0,10.2,26.6,80,Tabount,30.9014,-6.9217,2026-09-19,Normal / Pleasant,Moderate,Calm / Light,11.400000000000002,2026,9,25,Friday,Autumn,32.25
2026-09-19,32.1,18.6,0.2,18.0,19.2,56.2,2,Tahannawt,31.3514,-7.9508,2026-09-19,Warm,Light,Moderate,13.5,2026,9,19,Saturday,Autumn,57.75
2026-09-20,32.7,21.5,0.3,25.0,16.1,30.6,3,Tahannawt,31.3514,-7.9508,2026-09-19,Warm,Light,Moderate,11.200000000000003,2026,9,20,Sunday,Autumn,42.0
2026-09-21,33.2,21.5,0.0,3.0,17.2,33.8,3,Tahannawt,31.3514,-7.9508,2026-09-19,Warm,Dry,Moderate,11.700000000000003,2026,9,21,Monday,Autumn,46.5
2026-09-22,33.1,20.9,0.0,1.0,18.2,34.9,0,Tahannawt,31.3514,-7.9508,2026-09-19,Warm,Dry,Moderate,12.200000000000003,2026,9,22,Tuesday,Autumn,46.5
2026-09-23,32.9,18.6,0.0,0.0,16.1,30.6,0,Tahannawt,31.3514,-7.9508,2026-09-19,Warm,Dry,Moderate,14.299999999999997,2026,9,23,Wednesday,Autumn,36.0
2026-09-24,33.8,16.6,0.0,3.0,16.2,28.8,1,Tahannawt,31.3514,-7.9508,2026-09-19,Warm,Dry,Moderate,17.199999999999996,2026,9,24,Thursday,Autumn,30.75
2026-09-25,31.3,18.6,0.3,9.0,17.8,29.9,3,Tahannawt,31.3514,-7.9508,2026-09-19,Normal / Pleasant,Light,Moderate,12.7,2026,9,25,Friday,Autumn,26.25
2026-09-19,32.8,20.3,0.0,15.0,23.6,48.6,3,Tahla,34.05,-4.42,2026-09-19,Warm,Dry,Moderate,12.499999999999996,2026,9,19,Saturday,Autumn,51.75
2026-09-20,33.1,20.7,0.0,0.0,21.2,42.1,1,Tahla,34.05,-4.42,2026-09-19,Warm,Dry,Moderate,12.400000000000002,2026,9,20,Sunday,Autumn,46.5
2026-09-21,32.3,20.2,0.0,0.0,17.7,35.3,1,Tahla,34.05,-4.42,2026-09-19,Warm,Dry,Moderate,12.099999999999998,2026,9,21,Monday,Autumn,36.0
2026-09-22,31.5,17.8,0.0,0.0,15.3,29.5,1,Tahla,34.05,-4.42,2026-09-19,Normal / Pleasant,Dry,Moderate,13.7,2026,9,22,Tuesday,Autumn,20.25
2026-09-23,33.7,17.9,0.0,0.0,12.3,24.5,0,Tahla,34.05,-4.42,2026-09-19,Warm,Dry,Calm / Light,15.800000000000004,2026,9,23,Wednesday,Autumn,30.75
2026-09-24,35.0,21.2,0.0,0.0,13.0,25.9,1,Tahla,34.05,-4.42,2026-09-19,Warm,Dry,Calm / Light,13.8,2026,9,24,Thursday,Autumn,30.75
2026-09-25,33.4,19.1,0.0,0.0,17.5,33.5,3,Tahla,34.05,-4.42,2026-09-19,Warm,Dry,Moderate,14.299999999999997,2026,9,25,Friday,Autumn,46.5
2026-09-19,35.1,20.6,0.2,10.0,14.7,24.1,2,Tameslouht,31.5,-8.1,2026-09-19,Warm,Light,Calm / Light,14.5,2026,9,19,Saturday,Autumn,36.75
2026-09-20,36.5,23.1,0.6,35.0,17.4,32.0,80,Tameslouht,31.5,-8.1,2026-09-19,Warm,Light,Moderate,13.399999999999999,2026,9,20,Sunday,Autumn,52.5
2026-09-21,36.7,23.4,0.0,0.0,22.2,35.6,3,Tameslouht,31.5,-8.1,2026-09-19,Warm,Dry,Moderate,13.300000000000004,2026,9,21,Monday,Autumn,46.5
2026-09-22,36.3,22.4,0.0,0.0,19.2,30.2,1,Tameslouht,31.5,-8.1,2026-09-19,Warm,Dry,Moderate,13.899999999999999,2026,9,22,Tuesday,Autumn,46.5
2026-09-23,36.0,19.7,0.0,0.0,18.6,30.2,0,Tameslouht,31.5,-8.1,2026-09-19,Warm,Dry,Moderate,16.3,2026,9,23,Wednesday,Autumn,46.5
2026-09-24,36.3,19.3,0.0,0.0,22.7,37.8,1,Tameslouht,31.5,-8.1,2026-09-19,Warm,Dry,Moderate,16.999999999999996,2026,9,24,Thursday,Autumn,46.5
2026-09-25,33.6,21.8,0.0,5.0,21.0,34.9,3,Tameslouht,31.5,-8.1,2026-09-19,Warm,Dry,Moderate,11.8,2026,9,25,Friday,Autumn,46.5
2026-09-19,26.9,19.3,0.0,0.0,20.8,39.2,3,Tan-Tan,28.4333,-11.1,2026-09-19,Normal / Pleasant,Dry,Moderate,7.599999999999998,2026,9,19,Saturday,Autumn,23.75
2026-09-20,31.7,18.0,0.0,0.0,18.0,34.9,3,Tan-Tan,28.4333,-11.1,2026-09-19,Normal / Pleasant,Dry,Moderate,13.7,2026,9,20,Sunday,Autumn,36.0
2026-09-21,35.8,18.7,0.0,0.0,24.5,45.0,1,Tan-Tan,28.4333,-11.1,2026-09-19,Warm,Dry,Moderate,17.099999999999998,2026,9,21,Monday,Autumn,46.5
2026-09-22,35.0,18.8,0.0,0.0,22.8,41.4,1,Tan-Tan,28.4333,-11.1,2026-09-19,Warm,Dry,Moderate,16.2,2026,9,22,Tuesday,Autumn,46.5
2026-09-23,37.3,25.3,0.0,0.0,21.8,42.8,1,Tan-Tan,28.4333,-11.1,2026-09-19,Very Warm / Heatwave,Dry,Moderate,11.999999999999996,2026,9,23,Wednesday,Autumn,55.25
2026-09-24,38.3,23.4,0.0,0.0,22.6,40.7,0,Tan-Tan,28.4333,-11.1,2026-09-19,Very Warm / Heatwave,Dry,Moderate,14.899999999999999,2026,9,24,Thursday,Autumn,55.25
2026-09-25,31.3,17.9,0.0,1.0,14.3,38.5,2,Tan-Tan,28.4333,-11.1,2026-09-19,Normal / Pleasant,Dry,Calm / Light,13.400000000000002,2026,9,25,Friday,Autumn,36.0
2026-09-19,27.6,22.9,0.0,0.0,31.0,74.2,2,Tangier,35.7767,-5.8039,2026-09-19,Normal / Pleasant,Dry,Strong,4.700000000000003,2026,9,19,Saturday,Autumn,48.5
2026-09-20,28.5,23.8,0.0,0.0,29.9,72.0,2,Tangier,35.7767,-5.8039,2026-09-19,Normal / Pleasant,Dry,Strong,4.699999999999999,2026,9,20,Sunday,Autumn,60.75
2026-09-21,28.8,22.8,0.0,0.0,27.9,65.9,1,Tangier,35.7767,-5.8039,2026-09-19,Normal / Pleasant,Dry,Strong,6.0,2026,9,21,Monday,Autumn,60.75
2026-09-22,28.2,21.4,0.0,0.0,24.3,58.0,1,Tangier,35.7767,-5.8039,2026-09-19,Normal / Pleasant,Dry,Moderate,6.800000000000001,2026,9,22,Tuesday,Autumn,51.75
2026-09-23,28.8,20.9,0.0,0.0,22.1,51.8,1,Tangier,35.7767,-5.8039,2026-09-19,Normal / Pleasant,Dry,Moderate,7.900000000000002,2026,9,23,Wednesday,Autumn,51.75
2026-09-24,28.0,22.2,0.0,0.0,24.9,45.7,1,Tangier,35.7767,-5.8039,2026-09-19,Normal / Pleasant,Dry,Moderate,5.800000000000001,2026,9,24,Thursday,Autumn,39.5
2026-09-25,24.8,18.3,0.0,0.0,10.1,20.9,45,Tangier,35.7767,-5.8039,2026-09-19,Cool / Mild,Dry,Calm / Light,6.5,2026,9,25,Friday,Autumn,8.0
2026-09-19,31.6,20.0,0.2,25.0,29.9,52.6,80,Taourirt,34.41,-2.89,2026-09-19,Normal / Pleasant,Light,Strong,11.600000000000001,2026,9,19,Saturday,Autumn,57.75
2026-09-20,31.1,21.0,0.0,0.0,30.9,51.5,45,Taourirt,34.41,-2.89,2026-09-19,Normal / Pleasant,Dry,Strong,10.100000000000001,2026,9,20,Sunday,Autumn,51.75
2026-09-21,28.7,20.3,0.0,0.0,27.1,46.1,3,Taourirt,34.41,-2.89,2026-09-19,Normal / Pleasant,Dry,Strong,8.399999999999999,2026,9,21,Monday,Autumn,51.75
2026-09-22,29.8,17.1,0.0,0.0,23.8,42.5,2,Taourirt,34.41,-2.89,2026-09-19,Normal / Pleasant,Dry,Moderate,12.7,2026,9,22,Tuesday,Autumn,36.0
2026-09-23,31.7,17.9,0.0,0.0,24.1,43.2,0,Taourirt,34.41,-2.89,2026-09-19,Normal / Pleasant,Dry,Moderate,13.8,2026,9,23,Wednesday,Autumn,36.0
2026-09-24,34.1,18.8,0.0,0.0,16.3,36.4,0,Taourirt,34.41,-2.89,2026-09-19,Warm,Dry,Moderate,15.3,2026,9,24,Thursday,Autumn,46.5
2026-09-25,35.2,20.4,0.0,0.0,16.3,41.0,3,Taourirt,34.41,-2.89,2026-09-19,Warm,Dry,Moderate,14.800000000000004,2026,9,25,Friday,Autumn,46.5
2026-09-19,31.6,20.7,0.0,0.0,22.5,45.7,2,Taroudannt,30.4711,-8.8778,2026-09-19,Normal / Pleasant,Dry,Moderate,10.900000000000002,2026,9,19,Saturday,Autumn,51.75
2026-09-20,33.6,19.1,0.0,0.0,21.1,43.2,2,Taroudannt,30.4711,-8.8778,2026-09-19,Warm,Dry,Moderate,14.5,2026,9,20,Sunday,Autumn,46.5
2026-09-21,39.9,23.3,0.0,0.0,25.0,49.0,3,Taroudannt,30.4711,-8.8778,2026-09-19,Very Warm / Heatwave,Dry,Strong,16.599999999999998,2026,9,21,Monday,Autumn,71.0
2026-09-22,38.9,22.2,0.0,0.0,29.7,61.9,2,Taroudannt,30.4711,-8.8778,2026-09-19,Very Warm / Heatwave,Dry,Strong,16.7,2026,9,22,Tuesday,Autumn,80.0
2026-09-23,39.9,21.1,0.0,0.0,25.0,49.3,0,Taroudannt,30.4711,-8.8778,2026-09-19,Very Warm / Heatwave,Dry,Strong,18.799999999999997,2026,9,23,Wednesday,Autumn,71.0
2026-09-24,40.5,18.3,0.0,0.0,26.4,49.3,3,Taroudannt,30.4711,-8.8778,2026-09-19,Very Warm / Heatwave,Dry,Strong,22.2,2026,9,24,Thursday,Autumn,71.0
2026-09-25,34.1,20.3,0.0,3.0,28.7,50.8,3,Taroudannt,30.4711,-8.8778,2026-09-19,Warm,Dry,Strong,13.8,2026,9,25,Friday,Autumn,62.25
2026-09-19,29.1,19.3,0.0,0.0,28.5,59.4,3,Taza,34.2144,-4.0088,2026-09-19,Normal / Pleasant,Dry,Strong,9.8,2026,9,19,Saturday,Autumn,51.75
2026-09-20,30.1,20.2,0.0,0.0,20.2,42.1,3,Taza,34.2144,-4.0088,2026-09-19,Normal / Pleasant,Dry,Moderate,9.900000000000002,2026,9,20,Sunday,Autumn,36.0
2026-09-21,28.5,20.3,0.0,0.0,20.7,41.8,3,Taza,34.2144,-4.0088,2026-09-19,Normal / Pleasant,Dry,Moderate,8.2,2026,9,21,Monday,Autumn,36.0
2026-09-22,29.3,16.8,0.0,0.0,18.5,37.8,1,Taza,34.2144,-4.0088,2026-09-19,Normal / Pleasant,Dry,Moderate,12.5,2026,9,22,Tuesday,Autumn,36.0
2026-09-23,31.5,18.1,0.0,0.0,15.5,32.8,0,Taza,34.2144,-4.0088,2026-09-19,Normal / Pleasant,Dry,Moderate,13.399999999999999,2026,9,23,Wednesday,Autumn,36.0
2026-09-24,33.9,18.4,0.0,0.0,9.5,19.1,0,Taza,34.2144,-4.0088,2026-09-19,Warm,Dry,Calm / Light,15.5,2026,9,24,Thursday,Autumn,30.75
2026-09-25,33.6,19.2,0.0,0.0,21.7,40.0,3,Taza,34.2144,-4.0088,2026-09-19,Warm,Dry,Moderate,14.400000000000002,2026,9,25,Friday,Autumn,46.5
2026-09-19,28.6,16.7,0.0,0.0,12.5,33.8,2,Temara,33.9234,-6.9076,2026-09-19,Normal / Pleasant,Dry,Calm / Light,11.900000000000002,2026,9,19,Saturday,Autumn,36.0
2026-09-20,30.7,19.4,0.0,0.0,11.1,31.0,1,Temara,33.9234,-6.9076,2026-09-19,Normal / Pleasant,Dry,Calm / Light,11.3,2026,9,20,Sunday,Autumn,36.0
2026-09-21,30.5,20.5,0.0,0.0,11.1,31.3,1,Temara,33.9234,-6.9076,2026-09-19,Normal / Pleasant,Dry,Calm / Light,10.0,2026,9,21,Monday,Autumn,36.0
2026-09-22,29.9,20.3,0.0,0.0,10.7,28.8,0,Temara,33.9234,-6.9076,2026-09-19,Normal / Pleasant,Dry,Calm / Light,9.599999999999998,2026,9,22,Tuesday,Autumn,20.25
2026-09-23,28.5,18.1,0.0,0.0,11.0,29.9,0,Temara,33.9234,-6.9076,2026-09-19,Normal / Pleasant,Dry,Calm / Light,10.399999999999999,2026,9,23,Wednesday,Autumn,20.25
2026-09-24,25.1,19.4,0.0,0.0,10.7,22.7,45,Temara,33.9234,-6.9076,2026-09-19,Normal / Pleasant,Dry,Calm / Light,5.700000000000003,2026,9,24,Thursday,Autumn,8.0
2026-09-25,24.1,19.9,0.0,0.0,12.0,25.6,45,Temara,33.9234,-6.9076,2026-09-19,Cool / Mild,Dry,Calm / Light,4.200000000000003,2026,9,25,Friday,Autumn,8.0
2026-09-19,27.0,19.7,0.0,0.0,22.1,46.8,2,Temsia,30.3633,-9.4144,2026-09-19,Normal / Pleasant,Dry,Moderate,7.300000000000001,2026,9,19,Saturday,Autumn,39.5
2026-09-20,28.3,19.4,0.0,0.0,19.5,41.8,45,Temsia,30.3633,-9.4144,2026-09-19,Normal / Pleasant,Dry,Moderate,8.900000000000002,2026,9,20,Sunday,Autumn,36.0
2026-09-21,37.9,22.1,0.0,0.0,15.5,33.5,3,Temsia,30.3633,-9.4144,2026-09-19,Very Warm / Heatwave,Dry,Moderate,15.799999999999997,2026,9,21,Monday,Autumn,55.25
2026-09-22,37.7,21.7,0.0,0.0,21.7,46.4,2,Temsia,30.3633,-9.4144,2026-09-19,Very Warm / Heatwave,Dry,Moderate,16.000000000000004,2026,9,22,Tuesday,Autumn,71.0
2026-09-23,37.0,20.9,0.0,0.0,17.8,38.5,1,Temsia,30.3633,-9.4144,2026-09-19,Very Warm / Heatwave,Dry,Moderate,16.1,2026,9,23,Wednesday,Autumn,46.5
2026-09-24,39.5,20.6,0.0,0.0,26.4,43.6,3,Temsia,30.3633,-9.4144,2026-09-19,Very Warm / Heatwave,Dry,Strong,18.9,2026,9,24,Thursday,Autumn,55.25
2026-09-25,29.9,20.3,0.0,0.0,28.3,48.6,45,Temsia,30.3633,-9.4144,2026-09-19,Normal / Pleasant,Dry,Strong,9.599999999999998,2026,9,25,Friday,Autumn,51.75
2026-09-19,31.4,16.7,0.0,0.0,25.2,39.2,3,Tifariti,26.158,-10.567,2026-09-19,Normal / Pleasant,Dry,Strong,14.7,2026,9,19,Saturday,Autumn,36.0
2026-09-20,37.5,19.5,0.0,0.0,13.0,25.9,0,Tifariti,26.158,-10.567,2026-09-19,Very Warm / Heatwave,Dry,Calm / Light,18.0,2026,9,20,Sunday,Autumn,39.5
2026-09-21,38.8,25.0,0.0,6.0,24.1,40.0,3,Tifariti,26.158,-10.567,2026-09-19,Very Warm / Heatwave,Dry,Moderate,13.799999999999997,2026,9,21,Monday,Autumn,55.25
2026-09-22,39.0,24.5,0.0,4.0,20.8,36.0,3,Tifariti,26.158,-10.567,2026-09-19,Very Warm / Heatwave,Dry,Moderate,14.5,2026,9,22,Tuesday,Autumn,55.25
2026-09-23,38.6,25.8,0.0,6.0,19.6,36.0,3,Tifariti,26.158,-10.567,2026-09-19,Very Warm / Heatwave,Dry,Moderate,12.8,2026,9,23,Wednesday,Autumn,55.25
2026-09-24,39.0,26.6,0.0,3.0,20.7,37.8,3,Tifariti,26.158,-10.567,2026-09-19,Very Warm / Heatwave,Dry,Moderate,12.399999999999999,2026,9,24,Thursday,Autumn,55.25
2026-09-25,37.5,26.7,0.0,8.0,20.1,34.6,3,Tifariti,26.158,-10.567,2026-09-19,Very Warm / Heatwave,Dry,Moderate,10.8,2026,9,25,Friday,Autumn,55.25
2026-09-19,34.5,18.4,0.0,0.0,15.1,32.4,1,Tiflet,33.9,-6.33,2026-09-19,Warm,Dry,Moderate,16.1,2026,9,19,Saturday,Autumn,46.5
2026-09-20,36.7,21.5,0.0,0.0,17.2,37.1,2,Tiflet,33.9,-6.33,2026-09-19,Warm,Dry,Moderate,15.200000000000003,2026,9,20,Sunday,Autumn,46.5
2026-09-21,35.6,21.4,0.0,0.0,16.2,33.1,1,Tiflet,33.9,-6.33,2026-09-19,Warm,Dry,Moderate,14.200000000000003,2026,9,21,Monday,Autumn,46.5
2026-09-22,34.5,20.0,0.0,0.0,14.6,30.2,0,Tiflet,33.9,-6.33,2026-09-19,Warm,Dry,Calm / Light,14.5,2026,9,22,Tuesday,Autumn,46.5
2026-09-23,35.0,19.4,0.0,0.0,14.5,32.8,0,Tiflet,33.9,-6.33,2026-09-19,Warm,Dry,Calm / Light,15.600000000000001,2026,9,23,Wednesday,Autumn,46.5
2026-09-24,34.6,18.8,0.0,0.0,16.1,33.8,2,Tiflet,33.9,-6.33,2026-09-19,Warm,Dry,Moderate,15.8,2026,9,24,Thursday,Autumn,46.5
2026-09-25,29.9,17.5,0.0,3.0,15.8,33.5,3,Tiflet,33.9,-6.33,2026-09-19,Normal / Pleasant,Dry,Moderate,12.399999999999999,2026,9,25,Friday,Autumn,36.0
2026-09-19,28.3,18.4,5.1,70.0,19.3,29.5,80,Tineghir,31.5147,-5.5328,2026-09-19,Normal / Pleasant,Heavy,Moderate,9.900000000000002,2026,9,19,Saturday,Autumn,40.25
2026-09-20,28.0,18.0,0.1,55.0,8.9,24.8,3,Tineghir,31.5147,-5.5328,2026-09-19,Normal / Pleasant,Light,Calm / Light,10.0,2026,9,20,Sunday,Autumn,14.0
2026-09-21,29.8,18.4,0.4,26.0,20.7,33.1,80,Tineghir,31.5147,-5.5328,2026-09-19,Normal / Pleasant,Light,Moderate,11.400000000000002,2026,9,21,Monday,Autumn,42.0
2026-09-22,29.6,17.8,0.0,0.0,11.2,19.1,1,Tineghir,31.5147,-5.5328,2026-09-19,Normal / Pleasant,Dry,Calm / Light,11.8,2026,9,22,Tuesday,Autumn,20.25
2026-09-23,29.4,17.5,0.0,0.0,14.2,27.4,2,Tineghir,31.5147,-5.5328,2026-09-19,Normal / Pleasant,Dry,Calm / Light,11.899999999999999,2026,9,23,Wednesday,Autumn,20.25
2026-09-24,30.1,18.6,0.0,5.0,11.6,22.3,2,Tineghir,31.5147,-5.5328,2026-09-19,Normal / Pleasant,Dry,Calm / Light,11.5,2026,9,24,Thursday,Autumn,20.25
2026-09-25,26.6,17.5,0.6,12.0,11.8,25.6,3,Tineghir,31.5147,-5.5328,2026-09-19,Normal / Pleasant,Light,Calm / Light,9.100000000000001,2026,9,25,Friday,Autumn,14.0
2026-09-19,27.4,17.8,0.0,0.0,12.8,34.9,45,Tit Mellil,33.5533,-7.4822,2026-09-19,Normal / Pleasant,Dry,Calm / Light,9.599999999999998,2026,9,19,Saturday,Autumn,23.75
2026-09-20,31.1,19.2,0.0,0.0,12.2,33.1,1,Tit Mellil,33.5533,-7.4822,2026-09-19,Normal / Pleasant,Dry,Calm / Light,11.900000000000002,2026,9,20,Sunday,Autumn,36.0
2026-09-21,30.5,19.9,0.0,0.0,12.9,35.6,45,Tit Mellil,33.5533,-7.4822,2026-09-19,Normal / Pleasant,Dry,Calm / Light,10.600000000000001,2026,9,21,Monday,Autumn,36.0
2026-09-22,30.4,19.8,0.0,0.0,12.3,33.8,1,Tit Mellil,33.5533,-7.4822,2026-09-19,Normal / Pleasant,Dry,Calm / Light,10.599999999999998,2026,9,22,Tuesday,Autumn,36.0
2026-09-23,29.5,17.8,0.0,0.0,12.2,33.5,45,Tit Mellil,33.5533,-7.4822,2026-09-19,Normal / Pleasant,Dry,Calm / Light,11.7,2026,9,23,Wednesday,Autumn,36.0
2026-09-24,28.7,18.5,0.0,0.0,11.3,30.2,45,Tit Mellil,33.5533,-7.4822,2026-09-19,Normal / Pleasant,Dry,Calm / Light,10.2,2026,9,24,Thursday,Autumn,36.0
2026-09-25,25.9,19.4,0.0,3.0,12.0,33.1,45,Tit Mellil,33.5533,-7.4822,2026-09-19,Normal / Pleasant,Dry,Calm / Light,6.5,2026,9,25,Friday,Autumn,23.75
2026-09-19,27.2,19.0,0.0,0.0,16.8,29.5,2,Tiznit,29.7,-9.7269,2026-09-19,Normal / Pleasant,Dry,Moderate,8.2,2026,9,19,Saturday,Autumn,8.0
2026-09-20,29.8,19.8,0.0,0.0,11.5,20.5,45,Tiznit,29.7,-9.7269,2026-09-19,Normal / Pleasant,Dry,Calm / Light,10.0,2026,9,20,Sunday,Autumn,20.25
2026-09-21,36.0,21.9,0.0,0.0,16.0,27.4,3,Tiznit,29.7,-9.7269,2026-09-19,Warm,Dry,Moderate,14.100000000000001,2026,9,21,Monday,Autumn,30.75
2026-09-22,36.2,24.6,0.0,0.0,17.6,29.5,3,Tiznit,29.7,-9.7269,2026-09-19,Warm,Dry,Moderate,11.600000000000001,2026,9,22,Tuesday,Autumn,30.75
2026-09-23,34.8,21.7,0.0,0.0,18.2,31.0,0,Tiznit,29.7,-9.7269,2026-09-19,Warm,Dry,Moderate,13.099999999999998,2026,9,23,Wednesday,Autumn,46.5
2026-09-24,32.7,19.4,0.0,0.0,15.8,26.3,3,Tiznit,29.7,-9.7269,2026-09-19,Warm,Dry,Moderate,13.300000000000004,2026,9,24,Thursday,Autumn,20.25
2026-09-25,25.1,19.5,0.0,0.0,15.2,25.2,3,Tiznit,29.7,-9.7269,2026-09-19,Normal / Pleasant,Dry,Moderate,5.600000000000001,2026,9,25,Friday,Autumn,8.0
2026-09-19,25.7,22.5,0.0,0.0,30.2,70.6,2,Tétouan,35.5667,-5.3667,2026-09-19,Normal / Pleasant,Dry,Strong,3.1999999999999993,2026,9,19,Saturday,Autumn,48.5
2026-09-20,26.1,23.3,0.0,0.0,27.6,64.4,3,Tétouan,35.5667,-5.3667,2026-09-19,Normal / Pleasant,Dry,Strong,2.8000000000000007,2026,9,20,Sunday,Autumn,48.5
2026-09-21,27.3,22.6,0.0,0.0,27.2,65.2,2,Tétouan,35.5667,-5.3667,2026-09-19,Normal / Pleasant,Dry,Strong,4.699999999999999,2026,9,21,Monday,Autumn,48.5
2026-09-22,26.7,21.2,0.0,0.0,17.7,46.4,2,Tétouan,35.5667,-5.3667,2026-09-19,Normal / Pleasant,Dry,Moderate,5.5,2026,9,22,Tuesday,Autumn,39.5
2026-09-23,26.5,20.3,0.0,0.0,17.1,44.6,2,Tétouan,35.5667,-5.3667,2026-09-19,Normal / Pleasant,Dry,Moderate,6.199999999999999,2026,9,23,Wednesday,Autumn,23.75
2026-09-24,27.2,21.3,0.0,0.0,16.5,40.0,45,Tétouan,35.5667,-5.3667,2026-09-19,Normal / Pleasant,Dry,Moderate,5.899999999999999,2026,9,24,Thursday,Autumn,23.75
2026-09-25,30.1,19.6,0.0,0.0,9.4,19.8,45,Tétouan,35.5667,-5.3667,2026-09-19,Normal / Pleasant,Dry,Calm / Light,10.5,2026,9,25,Friday,Autumn,20.25
2026-09-19,31.1,19.3,0.5,30.0,22.5,38.2,80,Warzat,30.9167,-6.9167,2026-09-19,Normal / Pleasant,Light,Moderate,11.8,2026,9,19,Saturday,Autumn,42.0
2026-09-20,31.6,19.6,1.0,28.0,18.3,38.9,61,Warzat,30.9167,-6.9167,2026-09-19,Normal / Pleasant,Moderate,Moderate,12.0,2026,9,20,Sunday,Autumn,42.0
2026-09-21,32.7,18.8,0.0,5.0,24.8,43.9,3,Warzat,30.9167,-6.9167,2026-09-19,Warm,Dry,Moderate,13.900000000000002,2026,9,21,Monday,Autumn,36.0
2026-09-22,33.4,17.4,0.0,0.0,34.8,62.3,1,Warzat,30.9167,-6.9167,2026-09-19,Warm,Dry,Strong,16.0,2026,9,22,Tuesday,Autumn,71.25
2026-09-23,32.5,16.7,0.0,0.0,22.8,38.9,1,Warzat,30.9167,-6.9167,2026-09-19,Warm,Dry,Moderate,15.8,2026,9,23,Wednesday,Autumn,36.0
2026-09-24,32.9,15.7,0.0,0.0,12.7,20.9,3,Warzat,30.9167,-6.9167,2026-09-19,Warm,Dry,Calm / Light,17.2,2026,9,24,Thursday,Autumn,20.25
2026-09-25,29.4,18.0,3.9,14.0,10.2,26.6,80,Warzat,30.9167,-6.9167,2026-09-19,Normal / Pleasant,Moderate,Calm / Light,11.399999999999999,2026,9,25,Friday,Autumn,32.25
2026-09-19,33.8,17.3,0.0,0.0,16.2,35.3,2,Youssoufia,32.25,-8.53,2026-09-19,Warm,Dry,Moderate,16.499999999999996,2026,9,19,Saturday,Autumn,46.5
2026-09-20,34.9,20.9,0.0,3.0,18.3,38.9,2,Youssoufia,32.25,-8.53,2026-09-19,Warm,Dry,Moderate,14.0,2026,9,20,Sunday,Autumn,46.5
2026-09-21,37.5,22.5,0.0,0.0,16.3,35.6,3,Youssoufia,32.25,-8.53,2026-09-19,Very Warm / Heatwave,Dry,Moderate,15.0,2026,9,21,Monday,Autumn,55.25
2026-09-22,36.9,21.1,0.0,0.0,16.3,38.5,1,Youssoufia,32.25,-8.53,2026-09-19,Warm,Dry,Moderate,15.799999999999997,2026,9,22,Tuesday,Autumn,46.5
2026-09-23,36.0,17.2,0.0,0.0,14.0,30.6,1,Youssoufia,32.25,-8.53,2026-09-19,Warm,Dry,Calm / Light,18.8,2026,9,23,Wednesday,Autumn,46.5
2026-09-24,35.9,16.7,0.0,0.0,19.6,36.7,3,Youssoufia,32.25,-8.53,2026-09-19,Warm,Dry,Moderate,19.2,2026,9,24,Thursday,Autumn,46.5
2026-09-25,30.7,19.7,0.0,3.0,20.6,37.8,3,Youssoufia,32.25,-8.53,2026-09-19,Normal / Pleasant,Dry,Moderate,11.0,2026,9,25,Friday,Autumn,36.0
